Customer_ID,Transaction_ID,Source_Account,Destination_Account,Amount,Date,Time,Is_Fraudulent,Category,Type,Location
1,56,1,64,592.92,2024-01-05 13:33:53.107061,13:33:53,False,Clothing,transfer,Jaisalmer
1,57,1,38,758.02,2024-01-03 13:33:53.107061,13:33:53,False,Electronics,transfer,Other
1,58,1,26,39.94,2024-01-03 13:33:53.107061,13:33:53,False,Clothing,payment,Jaipur
1,59,1,93,357.9,2023-12-18 13:33:53.107061,13:33:53,False,Clothing,payment,Jaisalmer
1,60,1,29,769.31,2023-12-12 13:33:53.107061,13:33:53,False,Entertainment,cash In,Jaisalmer
1,61,1,50,360.17,2023-12-29 13:33:53.107061,13:33:53,False,Other,payment,Jaipur
1,62,1,68,1.51,2024-01-06 13:33:53.107061,13:33:53,False,Other,payment,Alwar
1,63,1,51,401.34,2024-01-06 13:33:53.107061,13:33:53,False,Trading,debit,Other
1,64,1,12,834.29,2023-12-28 13:33:53.107061,13:33:53,False,Entertainment,cash out,Sikar
1,65,1,61,367.07,2023-12-24 13:33:53.107061,13:33:53,False,Electronics,payment,Jaisalmer
1,66,1,79,77.98,2023-12-17 13:33:53.107061,13:33:53,False,Grocery,cash In,Jaipur
1,67,1,94,22.14,2023-12-22 13:33:53.107061,13:33:53,False,Other,cash In,Bikaner
1,68,1,37,982.44,2023-12-31 13:33:53.107061,13:33:53,False,Clothing,cash In,Jodhpur
1,69,1,91,765.14,2023-12-08 13:33:53.107061,13:33:53,False,Trading,debit,Jodhpur
1,70,1,72,713.07,2023-12-08 13:33:53.107061,13:33:53,False,Grocery,payment,Sikar
1,71,1,11,495.84,2023-12-14 13:33:53.107567,13:33:53,False,Other,transfer,Udaipur
1,72,1,57,219.52,2024-01-01 13:33:53.107567,13:33:53,False,Clothing,cash In,Udaipur
1,73,1,62,298.6,2023-12-20 13:33:53.107567,13:33:53,False,Clothing,payment,Kota
1,74,1,41,907.9,2023-12-08 13:33:53.107567,13:33:53,False,Clothing,transfer,Udaipur
1,75,1,57,178.5,2023-12-18 13:33:53.107567,13:33:53,False,Electronics,cash out,Kota
1,76,1,84,605.23,2023-12-21 13:33:53.107567,13:33:53,False,Electronics,cash out,Jaisalmer
1,77,1,68,695.78,2023-12-15 13:33:53.107567,13:33:53,False,Electronics,cash In,Kota
1,78,1,58,174.41,2024-01-04 13:33:53.107567,13:33:53,False,Electronics,debit,Other
1,79,1,42,934.12,2023-12-13 13:33:53.107567,13:33:53,False,Entertainment,payment,Other
1,80,1,65,173.87,2023-12-08 13:33:53.107567,13:33:53,False,Other,debit,Jaipur
1,81,1,14,374.29,2023-12-29 13:33:53.107567,13:33:53,False,Other,payment,Udaipur
1,82,1,87,822.67,2024-01-03 13:33:53.107567,13:33:53,False,Entertainment,cash In,Jaipur
1,83,1,64,877.86,2023-12-12 13:33:53.107567,13:33:53,False,Electronics,debit,Bikaner
1,84,1,24,127.12,2023-12-31 13:33:53.107567,13:33:53,False,Trading,cash out,Sikar
1,85,1,92,669.24,2023-12-16 13:33:53.107567,13:33:53,False,Clothing,cash out,Kota
1,86,1,82,873.66,2023-12-16 13:33:53.107567,13:33:53,False,Trading,payment,Sikar
1,87,1,36,844.66,2023-12-16 13:33:53.107567,13:33:53,True,Other,cash In,Alwar
1,88,1,83,88.98,2023-12-20 13:33:53.107567,13:33:53,False,Clothing,payment,Kota
1,89,1,82,357.77,2024-01-03 13:33:53.107567,13:33:53,False,Grocery,transfer,Ajmer
1,90,1,29,754.19,2023-12-13 13:33:53.107567,13:33:53,False,Trading,payment,Sikar
1,91,1,43,408.53,2023-12-18 13:33:53.107567,13:33:53,False,Trading,cash out,Bikaner
1,92,1,33,137.29,2023-12-11 13:33:53.107567,13:33:53,True,Grocery,transfer,Bikaner
1,93,1,2,58.44,2023-12-26 13:33:53.107567,13:33:53,False,Trading,cash In,Sikar
1,94,1,26,251.02,2024-01-02 13:33:53.107567,13:33:53,False,Entertainment,transfer,Jodhpur
1,95,1,100,839.95,2024-01-05 13:33:53.107567,13:33:53,False,Trading,cash In,Sikar
1,96,1,8,275.01,2023-12-08 13:33:53.107567,13:33:53,False,Trading,debit,Sikar
1,97,1,80,158.97,2024-01-04 13:33:53.107567,13:33:53,False,Other,transfer,Other
1,98,1,60,188.89,2023-12-16 13:33:53.107567,13:33:53,False,Grocery,cash out,Kota
1,99,1,80,5.32,2023-12-08 13:33:53.107567,13:33:53,False,Electronics,cash out,Ajmer
1,100,1,8,87.38,2023-12-25 13:33:53.107567,13:33:53,False,Grocery,transfer,Jaisalmer
2,101,2,91,257.69,2024-01-04 13:33:53.107567,13:33:53,False,Grocery,cash In,Jodhpur
2,102,2,69,534.85,2024-01-05 13:33:53.107567,13:33:53,False,Electronics,debit,Kota
2,103,2,81,883.63,2023-12-20 13:33:53.107567,13:33:53,False,Trading,transfer,Jaisalmer
2,104,2,49,365.59,2023-12-31 13:33:53.107567,13:33:53,False,Entertainment,payment,Jaisalmer
2,105,2,19,337.93,2023-12-20 13:33:53.107567,13:33:53,False,Entertainment,debit,Other
2,106,2,11,95.24,2023-12-12 13:33:53.107567,13:33:53,False,Electronics,payment,Alwar
2,107,2,65,499.08,2023-12-22 13:33:53.107567,13:33:53,False,Grocery,transfer,Jaipur
2,108,2,73,899.54,2024-01-04 13:33:53.107567,13:33:53,False,Electronics,cash In,Other
2,109,2,46,662.96,2024-01-01 13:33:53.107567,13:33:53,False,Other,cash out,Jaipur
2,110,2,64,305.88,2023-12-09 13:33:53.107567,13:33:53,False,Trading,cash out,Other
2,111,2,53,576.09,2023-12-27 13:33:53.107567,13:33:53,False,Entertainment,transfer,Jodhpur
2,112,2,26,190.13,2024-01-01 13:33:53.107567,13:33:53,False,Clothing,debit,Jodhpur
2,113,2,37,46.49,2023-12-15 13:33:53.107567,13:33:53,False,Clothing,payment,Jaisalmer
2,114,2,37,515.08,2023-12-20 13:33:53.107567,13:33:53,False,Electronics,transfer,Kota
2,115,2,78,305.42,2023-12-17 13:33:53.107567,13:33:53,False,Clothing,cash In,Udaipur
2,116,2,13,69.58,2023-12-18 13:33:53.107567,13:33:53,True,Trading,payment,Udaipur
2,117,2,97,960.87,2023-12-28 13:33:53.107567,13:33:53,False,Entertainment,transfer,Kota
2,118,2,50,56.84,2023-12-28 13:33:53.107567,13:33:53,False,Grocery,debit,Kota
2,119,2,95,86.29,2023-12-17 13:33:53.107567,13:33:53,False,Clothing,cash out,Jaipur
2,120,2,80,602.65,2023-12-20 13:33:53.107567,13:33:53,False,Trading,cash In,Other
2,121,2,60,968.43,2023-12-11 13:33:53.107567,13:33:53,False,Trading,debit,Kota
2,122,2,92,147.77,2023-12-08 13:33:53.107567,13:33:53,False,Other,payment,Ajmer
2,123,2,3,902.69,2023-12-19 13:33:53.107567,13:33:53,False,Clothing,cash In,Jaipur
2,124,2,61,592.1,2023-12-13 13:33:53.107567,13:33:53,False,Grocery,debit,Other
2,125,2,84,792.86,2023-12-25 13:33:53.107567,13:33:53,False,Trading,debit,Ajmer
2,126,2,35,320.21,2023-12-13 13:33:53.107567,13:33:53,False,Clothing,debit,Udaipur
2,127,2,80,991.72,2023-12-14 13:33:53.107567,13:33:53,False,Grocery,debit,Ajmer
2,128,2,9,520.9,2024-01-02 13:33:53.107567,13:33:53,False,Electronics,transfer,Jaipur
2,129,2,84,794.82,2023-12-09 13:33:53.107567,13:33:53,False,Clothing,transfer,Sikar
2,130,2,19,871.72,2023-12-31 13:33:53.107567,13:33:53,False,Grocery,debit,Bikaner
2,131,2,97,734.06,2023-12-29 13:33:53.107567,13:33:53,False,Trading,debit,Udaipur
2,132,2,28,17.03,2024-01-04 13:33:53.107567,13:33:53,False,Other,transfer,Kota
2,133,2,27,602.56,2024-01-05 13:33:53.107567,13:33:53,False,Grocery,cash out,Other
2,134,2,65,176.02,2023-12-24 13:33:53.107567,13:33:53,False,Electronics,payment,Jodhpur
2,135,2,16,19.28,2024-01-04 13:33:53.107567,13:33:53,False,Grocery,payment,Jodhpur
2,136,2,100,993.84,2023-12-19 13:33:53.107567,13:33:53,False,Entertainment,payment,Bikaner
2,137,2,69,826.58,2023-12-16 13:33:53.107567,13:33:53,False,Electronics,payment,Ajmer
2,138,2,52,946.33,2023-12-11 13:33:53.107567,13:33:53,False,Clothing,cash out,Jodhpur
2,139,2,69,773.76,2023-12-21 13:33:53.107567,13:33:53,False,Entertainment,debit,Udaipur
2,140,2,42,687.19,2023-12-15 13:33:53.107567,13:33:53,False,Grocery,debit,Jaipur
2,141,2,27,964.0,2023-12-31 13:33:53.107567,13:33:53,False,Trading,transfer,Jaipur
2,142,2,77,288.46,2023-12-16 13:33:53.107567,13:33:53,False,Clothing,cash out,Jaipur
2,143,2,6,123.8,2023-12-22 13:33:53.107567,13:33:53,False,Other,payment,Alwar
2,144,2,60,797.58,2023-12-21 13:33:53.107567,13:33:53,False,Other,debit,Jodhpur
2,145,2,16,21.65,2023-12-16 13:33:53.107567,13:33:53,False,Clothing,payment,Bikaner
2,146,2,91,753.19,2024-01-02 13:33:53.107567,13:33:53,False,Trading,cash In,Bikaner
2,147,2,85,205.26,2023-12-16 13:33:53.107567,13:33:53,False,Electronics,debit,Jodhpur
2,148,2,93,854.47,2023-12-17 13:33:53.107567,13:33:53,False,Electronics,cash In,Jodhpur
2,149,2,58,609.0,2024-01-04 13:33:53.107567,13:33:53,False,Grocery,debit,Bikaner
2,150,2,37,144.57,2023-12-16 13:33:53.107567,13:33:53,False,Entertainment,debit,Udaipur
2,151,2,94,577.32,2023-12-27 13:33:53.107567,13:33:53,False,Clothing,transfer,Bikaner
2,152,2,68,252.4,2023-12-29 13:33:53.107567,13:33:53,False,Other,payment,Sikar
2,153,2,29,91.63,2023-12-13 13:33:53.107567,13:33:53,False,Clothing,payment,Udaipur
2,154,2,58,502.77,2024-01-06 13:33:53.107567,13:33:53,False,Other,debit,Udaipur
2,155,2,65,848.92,2023-12-20 13:33:53.107567,13:33:53,False,Trading,debit,Udaipur
2,156,2,16,807.95,2023-12-25 13:33:53.107567,13:33:53,False,Electronics,cash out,Ajmer
2,157,2,13,773.5,2023-12-25 13:33:53.107567,13:33:53,False,Grocery,payment,Ajmer
2,158,2,79,48.4,2023-12-31 13:33:53.107567,13:33:53,False,Grocery,payment,Jaisalmer
2,159,2,57,109.55,2023-12-19 13:33:53.107567,13:33:53,False,Grocery,cash out,Kota
2,160,2,4,29.94,2023-12-22 13:33:53.107567,13:33:53,False,Clothing,transfer,Jaipur
2,161,2,5,79.01,2023-12-15 13:33:53.107567,13:33:53,False,Entertainment,transfer,Kota
2,162,2,25,173.2,2023-12-25 13:33:53.107567,13:33:53,False,Electronics,debit,Other
2,163,2,13,974.03,2023-12-30 13:33:53.107567,13:33:53,False,Grocery,transfer,Sikar
2,164,2,56,660.42,2023-12-27 13:33:53.107567,13:33:53,True,Other,cash In,Ajmer
2,165,2,57,608.31,2023-12-08 13:33:53.107567,13:33:53,False,Entertainment,transfer,Alwar
2,166,2,23,447.09,2023-12-29 13:33:53.107567,13:33:53,False,Electronics,payment,Bikaner
2,167,2,75,311.91,2023-12-10 13:33:53.107567,13:33:53,False,Other,cash out,Ajmer
2,168,2,70,24.86,2023-12-31 13:33:53.107567,13:33:53,False,Other,debit,Alwar
2,169,2,59,615.51,2023-12-24 13:33:53.107567,13:33:53,False,Electronics,cash In,Jaipur
2,170,2,47,685.15,2023-12-17 13:33:53.107567,13:33:53,False,Electronics,debit,Sikar
2,171,2,42,253.03,2024-01-05 13:33:53.107567,13:33:53,True,Entertainment,transfer,Jodhpur
2,172,2,36,370.36,2023-12-25 13:33:53.107567,13:33:53,False,Trading,payment,Bikaner
2,173,2,39,879.81,2023-12-27 13:33:53.107567,13:33:53,False,Trading,cash In,Jaipur
2,174,2,63,754.22,2023-12-09 13:33:53.107567,13:33:53,False,Grocery,debit,Sikar
2,175,2,84,134.67,2024-01-05 13:33:53.107567,13:33:53,False,Electronics,debit,Alwar
2,176,2,37,717.4,2024-01-04 13:33:53.107567,13:33:53,False,Clothing,cash In,Kota
2,177,2,91,882.46,2024-01-05 13:33:53.107567,13:33:53,False,Trading,cash out,Jaipur
2,178,2,43,423.02,2023-12-26 13:33:53.107567,13:33:53,True,Other,transfer,Bikaner
2,179,2,82,272.41,2023-12-12 13:33:53.107567,13:33:53,False,Electronics,payment,Bikaner
2,180,2,78,157.71,2023-12-14 13:33:53.107567,13:33:53,True,Trading,cash In,Udaipur
2,181,2,30,317.35,2024-01-02 13:33:53.107567,13:33:53,False,Grocery,cash In,Jaisalmer
2,182,2,75,273.77,2024-01-04 13:33:53.107567,13:33:53,False,Entertainment,transfer,Udaipur
2,183,2,58,757.32,2023-12-25 13:33:53.107567,13:33:53,False,Clothing,debit,Other
2,184,2,7,556.4,2023-12-29 13:33:53.107567,13:33:53,False,Electronics,payment,Kota
2,185,2,29,648.56,2023-12-10 13:33:53.107567,13:33:53,False,Grocery,transfer,Bikaner
2,186,2,64,259.91,2023-12-08 13:33:53.107567,13:33:53,False,Grocery,debit,Jodhpur
2,187,2,26,308.01,2023-12-16 13:33:53.107567,13:33:53,False,Electronics,debit,Other
2,188,2,40,483.1,2023-12-14 13:33:53.107567,13:33:53,False,Other,transfer,Jodhpur
2,189,2,52,53.73,2024-01-05 13:33:53.107567,13:33:53,False,Clothing,transfer,Bikaner
2,190,2,7,324.13,2023-12-31 13:33:53.107567,13:33:53,True,Clothing,payment,Jaipur
2,191,2,95,219.29,2023-12-22 13:33:53.107567,13:33:53,False,Other,transfer,Ajmer
2,192,2,80,464.37,2023-12-31 13:33:53.107567,13:33:53,False,Electronics,debit,Alwar
2,193,2,54,991.81,2023-12-16 13:33:53.107567,13:33:53,False,Trading,transfer,Jaipur
2,194,2,37,608.97,2024-01-04 13:33:53.107567,13:33:53,False,Electronics,debit,Jaisalmer
2,195,2,9,265.3,2023-12-10 13:33:53.107567,13:33:53,False,Grocery,transfer,Jodhpur
2,196,2,66,913.61,2024-01-06 13:33:53.107567,13:33:53,False,Other,debit,Other
2,197,2,17,520.47,2023-12-25 13:33:53.107567,13:33:53,False,Entertainment,debit,Jaipur
2,198,2,63,595.87,2023-12-12 13:33:53.107567,13:33:53,False,Trading,cash In,Alwar
2,199,2,60,1.39,2023-12-14 13:33:53.107567,13:33:53,False,Other,payment,Jodhpur
2,200,2,62,681.17,2023-12-19 13:33:53.107567,13:33:53,False,Electronics,cash out,Alwar
3,201,3,94,687.96,2024-01-05 13:33:53.107567,13:33:53,False,Trading,cash out,Jaipur
3,202,3,88,857.03,2023-12-31 13:33:53.107567,13:33:53,False,Trading,cash out,Ajmer
3,203,3,68,738.95,2023-12-08 13:33:53.107567,13:33:53,False,Entertainment,debit,Bikaner
3,204,3,6,58.73,2023-12-15 13:33:53.107567,13:33:53,False,Electronics,cash In,Jaipur
3,205,3,51,392.92,2023-12-16 13:33:53.107567,13:33:53,False,Electronics,cash In,Ajmer
3,206,3,22,224.99,2023-12-17 13:33:53.107567,13:33:53,False,Clothing,payment,Other
3,207,3,34,858.18,2023-12-18 13:33:53.107567,13:33:53,False,Grocery,debit,Ajmer
3,208,3,86,837.36,2023-12-18 13:33:53.107567,13:33:53,False,Trading,transfer,Jaipur
3,209,3,52,44.18,2024-01-01 13:33:53.107567,13:33:53,False,Trading,debit,Ajmer
3,210,3,18,575.24,2023-12-29 13:33:53.107567,13:33:53,False,Trading,cash In,Kota
3,211,3,10,576.49,2023-12-11 13:33:53.107567,13:33:53,False,Clothing,cash In,Jodhpur
3,212,3,36,618.66,2023-12-26 13:33:53.107567,13:33:53,True,Electronics,payment,Jaipur
3,213,3,60,220.04,2023-12-24 13:33:53.107567,13:33:53,False,Trading,cash In,Bikaner
3,214,3,41,983.88,2023-12-22 13:33:53.107567,13:33:53,False,Entertainment,cash In,Jodhpur
3,215,3,83,768.11,2023-12-30 13:33:53.107567,13:33:53,False,Electronics,debit,Sikar
3,216,3,80,744.92,2023-12-23 13:33:53.107567,13:33:53,False,Clothing,debit,Jaisalmer
3,217,3,4,251.98,2023-12-21 13:33:53.107567,13:33:53,False,Other,cash In,Udaipur
3,218,3,27,809.12,2023-12-09 13:33:53.107567,13:33:53,False,Trading,cash out,Alwar
3,219,3,21,670.35,2023-12-22 13:33:53.107567,13:33:53,False,Grocery,payment,Ajmer
3,220,3,52,801.38,2023-12-11 13:33:53.107567,13:33:53,False,Grocery,cash out,Jaisalmer
3,221,3,92,669.8,2023-12-25 13:33:53.107567,13:33:53,False,Entertainment,payment,Jaipur
3,222,3,90,387.91,2023-12-19 13:33:53.107567,13:33:53,False,Electronics,payment,Jodhpur
3,223,3,36,296.48,2024-01-02 13:33:53.107567,13:33:53,False,Trading,payment,Sikar
3,224,3,63,402.21,2023-12-09 13:33:53.107567,13:33:53,False,Electronics,debit,Other
3,225,3,41,822.41,2023-12-17 13:33:53.107567,13:33:53,False,Grocery,transfer,Kota
3,226,3,77,560.24,2023-12-16 13:33:53.107567,13:33:53,False,Entertainment,cash In,Udaipur
3,227,3,19,786.51,2023-12-31 13:33:53.107567,13:33:53,False,Trading,cash In,Udaipur
3,228,3,58,916.16,2023-12-09 13:33:53.107567,13:33:53,False,Clothing,cash out,Ajmer
3,229,3,21,946.37,2024-01-05 13:33:53.107567,13:33:53,False,Entertainment,cash out,Udaipur
3,230,3,19,766.16,2024-01-04 13:33:53.107567,13:33:53,False,Other,debit,Ajmer
3,231,3,71,896.81,2024-01-01 13:33:53.107567,13:33:53,False,Entertainment,cash In,Ajmer
3,232,3,79,821.8,2023-12-19 13:33:53.107567,13:33:53,False,Trading,cash out,Jodhpur
3,233,3,32,865.9,2023-12-23 13:33:53.107567,13:33:53,False,Entertainment,transfer,Jodhpur
3,234,3,56,420.26,2023-12-14 13:33:53.107567,13:33:53,False,Other,payment,Jaipur
3,235,3,35,505.56,2023-12-17 13:33:53.107567,13:33:53,False,Electronics,transfer,Jaipur
3,236,3,89,55.77,2023-12-30 13:33:53.107567,13:33:53,False,Other,cash out,Other
3,237,3,67,552.94,2023-12-13 13:33:53.107567,13:33:53,False,Entertainment,cash In,Udaipur
3,238,3,51,907.35,2023-12-17 13:33:53.107567,13:33:53,False,Electronics,payment,Jodhpur
3,239,3,80,550.49,2024-01-02 13:33:53.107567,13:33:53,False,Other,cash In,Other
3,240,3,59,844.69,2023-12-28 13:33:53.107567,13:33:53,False,Entertainment,transfer,Other
3,241,3,86,230.79,2023-12-19 13:33:53.107567,13:33:53,False,Clothing,debit,Jaisalmer
3,242,3,27,436.89,2023-12-16 13:33:53.107567,13:33:53,False,Electronics,debit,Jaipur
3,243,3,62,940.01,2024-01-05 13:33:53.107567,13:33:53,False,Entertainment,debit,Jaisalmer
3,244,3,44,680.72,2023-12-16 13:33:53.107567,13:33:53,False,Other,cash out,Jaipur
3,245,3,4,819.78,2024-01-03 13:33:53.107567,13:33:53,False,Electronics,debit,Sikar
3,246,3,72,711.1,2023-12-18 13:33:53.107567,13:33:53,False,Clothing,cash In,Jaipur
3,247,3,79,605.59,2023-12-15 13:33:53.107567,13:33:53,False,Trading,cash In,Sikar
3,248,3,28,654.79,2023-12-17 13:33:53.107567,13:33:53,False,Grocery,cash out,Bikaner
3,249,3,63,245.37,2023-12-08 13:33:53.107567,13:33:53,False,Entertainment,cash out,Ajmer
3,250,3,54,983.49,2023-12-13 13:33:53.107567,13:33:53,False,Trading,payment,Jaipur
3,251,3,69,422.26,2023-12-09 13:33:53.107567,13:33:53,False,Grocery,payment,Alwar
3,252,3,22,490.97,2023-12-10 13:33:53.107567,13:33:53,False,Trading,payment,Jodhpur
3,253,3,7,193.24,2023-12-12 13:33:53.107567,13:33:53,False,Grocery,cash out,Jaipur
3,254,3,35,943.01,2023-12-25 13:33:53.107567,13:33:53,False,Entertainment,debit,Bikaner
3,255,3,47,356.56,2024-01-04 13:33:53.107567,13:33:53,False,Other,transfer,Kota
3,256,3,61,608.28,2023-12-18 13:33:53.107567,13:33:53,False,Other,cash In,Sikar
3,257,3,51,904.96,2023-12-21 13:33:53.107567,13:33:53,False,Electronics,cash out,Jaipur
3,258,3,1,853.68,2023-12-18 13:33:53.107567,13:33:53,False,Entertainment,transfer,Alwar
3,259,3,64,464.67,2023-12-23 13:33:53.107567,13:33:53,False,Clothing,payment,Other
3,260,3,18,445.23,2024-01-06 13:33:53.107567,13:33:53,False,Clothing,transfer,Jodhpur
3,261,3,48,739.29,2023-12-18 13:33:53.107567,13:33:53,False,Clothing,cash In,Jodhpur
3,262,3,40,860.27,2023-12-13 13:33:53.107567,13:33:53,False,Grocery,transfer,Alwar
3,263,3,83,964.03,2024-01-02 13:33:53.107567,13:33:53,False,Grocery,transfer,Jodhpur
3,264,3,27,401.27,2023-12-23 13:33:53.107567,13:33:53,False,Clothing,transfer,Ajmer
3,265,3,27,114.74,2023-12-11 13:33:53.107567,13:33:53,False,Grocery,cash out,Udaipur
3,266,3,54,971.43,2023-12-28 13:33:53.107567,13:33:53,False,Entertainment,debit,Alwar
3,267,3,7,694.85,2023-12-19 13:33:53.107567,13:33:53,False,Grocery,transfer,Jodhpur
3,268,3,17,486.74,2023-12-25 13:33:53.107567,13:33:53,False,Clothing,cash In,Kota
3,269,3,14,653.96,2023-12-21 13:33:53.107567,13:33:53,False,Other,payment,Udaipur
3,270,3,72,448.76,2024-01-06 13:33:53.107567,13:33:53,False,Electronics,debit,Kota
3,271,3,92,222.4,2023-12-16 13:33:53.107567,13:33:53,False,Entertainment,debit,Other
3,272,3,21,796.36,2024-01-04 13:33:53.107567,13:33:53,False,Other,debit,Alwar
3,273,3,44,205.96,2023-12-31 13:33:53.107567,13:33:53,False,Trading,debit,Sikar
3,274,3,78,612.38,2024-01-01 13:33:53.107567,13:33:53,False,Grocery,transfer,Other
3,275,3,92,114.39,2023-12-18 13:33:53.107567,13:33:53,False,Trading,debit,Udaipur
3,276,3,12,832.02,2023-12-09 13:33:53.107567,13:33:53,False,Electronics,transfer,Jaisalmer
3,277,3,70,288.33,2023-12-19 13:33:53.107567,13:33:53,False,Grocery,debit,Sikar
3,278,3,61,193.35,2024-01-04 13:33:53.107567,13:33:53,False,Trading,debit,Other
