Customer_ID,Transaction_ID,Source_Account,Destination_Account,Amount,Date,Time,Is_Fraudulent,Category,Type,Location,OldBalanceOrg,NewBalanceOrg,OldBalanceDest,NewBalanceDest
50,4987,50,12,841.52,2024-01-09,01:44:31,False,Grocery,debit,Ajmer,89135.8,88294.28,43323.23,44164.75
47,4651,47,91,909.5,2024-01-09,01:44:31,False,Clothing,payment,Jodhpur,32258.41,33167.91,30273.71,31183.21
84,8386,84,20,594.93,2024-01-09,01:44:31,False,Entertainment,transfer,Jaisalmer,11631.17,11036.24,31340.29,31935.22
50,4995,50,10,960.71,2024-01-09,01:44:31,False,Trading,debit,Kota,86662.95,85702.24,20979.58,21940.29
47,4636,47,93,673.17,2024-01-09,01:44:31,False,Other,payment,Jaipur,34578.76,35251.93,886.21,1559.38
91,9051,91,62,467.28,2024-01-09,01:44:31,False,Electronics,cash In,Alwar,41710.28,42177.56,14020.3,14487.58
97,9674,97,36,481.9,2024-01-09,01:44:31,False,Trading,payment,Udaipur,3270.09,3751.99,51616.97,52098.87
69,6817,69,34,565.15,2024-01-09,01:44:31,True,Clothing,cash out,Alwar,41619.3,41054.15,33518.59,34083.74
87,8647,87,1,60.69,2024-01-09,01:44:31,False,Entertainment,debit,Jaipur,38353.79,38293.1,30729.73,30790.42
80,7933,80,67,722.67,2024-01-09,01:44:31,False,Grocery,cash In,Jaipur,53871.11,54593.78,5572.02,6294.69
54,5368,54,73,819.5,2024-01-09,01:44:31,False,Trading,debit,Jodhpur,25244.89,24425.39,7622.21,8441.71
80,7956,80,59,695.65,2024-01-09,01:44:31,False,Clothing,cash out,Sikar,57088.73,56393.08,54634.01,55329.66
54,5365,54,5,978.63,2024-01-09,01:44:31,False,Trading,transfer,Udaipur,26792.96,25814.33,19455.49,20434.12
71,7014,71,74,274.35,2024-01-09,01:44:31,False,Other,transfer,Bikaner,38727.43,38453.08,10021.6,10295.95
71,7016,71,89,361.61,2024-01-09,01:44:31,False,Other,cash out,Jodhpur,39386.91,39025.3,11974.73,12336.34
51,5045,51,59,43.89,2024-01-09,01:44:31,False,Grocery,cash In,Jaipur,29802.07,29845.96,54634.01,54677.9
97,9656,97,88,888.34,2024-01-09,01:44:31,False,Other,cash out,Alwar,6238.36,5350.02,14107.82,14996.16
54,5395,54,35,791.79,2024-01-09,01:44:31,False,Trading,cash out,Jaipur,27037.73,26245.94,49098.87,49890.66
45,4439,45,42,251.64,2024-01-09,01:44:31,False,Electronics,transfer,Jaisalmer,26978.61,26726.97,17744.56,17996.2
41,4073,41,74,984.93,2024-01-09,01:44:31,True,Trading,cash In,Sikar,15336.06,16320.99,10021.6,11006.53
90,8963,90,43,162.92,2024-01-09,01:44:31,False,Clothing,cash In,Jodhpur,42407.44,42570.36,17766.77,17929.69
72,7111,72,35,897.24,2024-01-09,01:44:31,False,Other,payment,Jaipur,30770.0,31667.24,49098.87,49996.11
72,7117,72,4,828.84,2024-01-09,01:44:31,False,Grocery,debit,Bikaner,32770.51,31941.67,19680.52,20509.36
91,9010,91,50,332.0,2024-01-09,01:44:31,False,Entertainment,cash In,Ajmer,47490.16,47822.16,51361.11,51693.11
91,9030,91,44,897.71,2024-01-09,01:44:31,False,Trading,debit,Udaipur,43804.49,42906.78,11324.8,12222.51
41,4011,41,95,474.78,2024-01-09,01:44:31,False,Grocery,cash out,Alwar,23363.24,22888.46,41055.15,41529.93
90,8954,90,79,465.81,2024-01-09,01:44:31,False,Other,cash out,Bikaner,39984.1,39518.29,4235.92,4701.73
70,6906,70,51,676.01,2024-01-09,01:44:31,False,Electronics,payment,Sikar,60600.57,61276.58,25813.73,26489.74
69,6854,69,42,78.02,2024-01-09,01:44:31,False,Entertainment,cash In,Other,40019.01,40097.03,17744.56,17822.58
46,4525,46,75,511.66,2024-01-09,01:44:31,False,Trading,transfer,Alwar,18861.5,18349.84,27384.15,27895.81
94,9347,94,41,430.59,2024-01-09,01:44:31,False,Trading,cash out,Other,51910.32,51479.73,22145.95,22576.54
69,6867,69,2,818.85,2024-01-09,01:44:31,False,Other,cash In,Other,38718.45,39537.3,17934.86,18753.71
94,9348,94,20,221.24,2024-01-09,01:44:31,False,Other,transfer,Jaisalmer,51479.73,51258.49,31340.29,31561.53
69,6894,69,66,192.31,2024-01-09,01:44:31,False,Other,debit,Jaipur,31581.21,31388.9,16283.74,16476.05
97,9658,97,13,855.22,2024-01-09,01:44:31,False,Entertainment,debit,Ajmer,4355.03,3499.81,26962.07,27817.29
45,4480,45,43,209.6,2024-01-09,01:44:31,False,Trading,payment,Jaipur,20963.27,21172.87,17766.77,17976.37
70,6910,70,87,673.04,2024-01-09,01:44:31,False,Trading,cash out,Other,60608.35,59935.31,41132.26,41805.3
46,4501,46,82,707.33,2024-01-09,01:44:31,False,Entertainment,cash out,Jaisalmer,22871.67,22164.34,30241.68,30949.01
70,6926,70,53,428.1,2024-01-09,01:44:31,False,Entertainment,debit,Kota,58194.69,57766.59,40177.2,40605.3
45,4500,45,20,593.38,2024-01-09,01:44:31,False,Entertainment,cash In,Kota,18114.43,18707.81,31340.29,31933.67
94,9375,94,1,179.81,2024-01-09,01:44:31,False,Electronics,payment,Bikaner,47829.22,48009.03,30729.73,30909.54
45,4486,45,79,401.66,2024-01-09,01:44:31,False,Clothing,debit,Other,20365.02,19963.36,4235.92,4637.58
87,8603,87,65,233.98,2024-01-09,01:44:31,False,Clothing,debit,Sikar,37475.31,37241.33,36071.3,36305.28
65,6477,65,87,868.31,2024-01-09,01:44:31,False,Other,payment,Other,26337.36,27205.67,41132.26,42000.57
81,8091,81,32,80.82,2024-01-09,01:44:31,False,Clothing,payment,Sikar,8106.91,8187.73,37870.13,37950.95
50,4944,50,30,896.88,2024-01-09,01:44:31,False,Clothing,debit,Jaisalmer,93204.03,92307.15,54164.32,55061.2
50,4943,50,9,306.75,2024-01-09,01:44:31,True,Electronics,transfer,Bikaner,93510.78,93204.03,25240.47,25547.22
49,4840,49,21,695.34,2024-01-09,01:44:31,False,Other,debit,Sikar,8854.32,8158.98,29016.17,29711.51
49,4830,49,48,719.35,2024-01-09,01:44:31,False,Entertainment,debit,Ajmer,11031.97,10312.62,14333.07,15052.42
97,9625,97,88,17.11,2024-01-09,01:44:31,False,Entertainment,transfer,Other,13149.51,13132.4,14107.82,14124.93
57,5663,57,70,695.08,2024-01-09,01:44:31,False,Clothing,cash out,Kota,55943.44,55248.36,8781.61,9476.69
84,8341,84,21,28.27,2024-01-09,01:44:31,False,Clothing,transfer,Jaipur,12622.49,12594.22,29016.17,29044.44
49,4814,49,9,994.62,2024-01-09,01:44:31,True,Clothing,cash In,Jaipur,13708.33,14702.95,25240.47,26235.09
59,5854,59,41,618.74,2024-01-09,01:44:31,False,Clothing,debit,Alwar,79196.08,78577.34,22145.95,22764.69
60,5994,60,84,699.58,2024-01-09,01:44:31,False,Clothing,transfer,Kota,13514.36,12814.78,33349.6,34049.18
89,8885,89,83,648.58,2024-01-09,01:44:31,False,Clothing,debit,Ajmer,5763.37,5114.79,42821.29,43469.87
89,8884,89,41,411.26,2024-01-09,01:44:31,False,Trading,payment,Jodhpur,5352.11,5763.37,22145.95,22557.21
61,6028,61,1,214.8,2024-01-09,01:44:31,False,Other,cash In,Alwar,85955.86,86170.66,30729.73,30944.53
48,4783,48,69,477.18,2024-01-09,01:44:31,False,Other,debit,Udaipur,54346.25,53869.07,15184.08,15661.26
86,8588,86,75,709.66,2024-01-09,01:44:31,True,Electronics,cash out,Jodhpur,36850.96,36141.3,27384.15,28093.81
83,8278,83,25,475.93,2024-01-09,01:44:31,False,Other,payment,Jaisalmer,76941.54,77417.47,23399.73,23875.66
90,8904,90,60,217.95,2024-01-09,01:44:31,False,Other,cash In,Udaipur,48073.68,48291.63,41490.93,41708.88
82,8198,82,33,795.14,2024-01-09,01:44:31,False,Grocery,debit,Bikaner,10710.26,9915.12,21222.82,22017.96
92,9124,92,18,555.36,2024-01-09,01:44:31,False,Other,cash In,Jaipur,89449.14,90004.5,39604.31,40159.67
98,9771,98,39,270.61,2024-01-09,01:44:31,False,Clothing,cash out,Bikaner,87776.26,87505.65,13953.9,14224.51
57,5691,57,46,352.96,2024-01-09,01:44:31,False,Clothing,payment,Other,56974.32,57327.28,25796.75,26149.71
58,5719,58,40,104.58,2024-01-09,01:44:31,False,Electronics,debit,Bikaner,44157.09,44052.51,40043.16,40147.74
49,4899,49,18,679.77,2024-01-09,01:44:31,False,Other,cash In,Jaipur,-3022.25,-2342.48,39604.31,40284.08
58,5734,58,91,804.1,2024-01-09,01:44:31,False,Clothing,payment,Sikar,44180.56,44984.66,30273.71,31077.81
50,4934,50,13,376.62,2024-01-09,01:44:31,False,Entertainment,transfer,Alwar,93992.34,93615.72,26962.07,27338.69
58,5746,58,35,999.61,2024-01-09,01:44:31,False,Clothing,transfer,Jaipur,45890.57,44890.96,49098.87,50098.48
83,8282,83,4,283.11,2024-01-09,01:44:31,False,Trading,debit,Jaipur,77595.51,77312.4,19680.52,19963.63
84,8332,84,57,454.54,2024-01-09,01:44:31,False,Grocery,payment,Alwar,10807.21,11261.75,17422.71,17877.25
58,5761,58,73,654.92,2024-01-09,01:44:31,False,Other,payment,Jodhpur,41327.23,41982.15,7622.21,8277.13
57,5671,57,73,820.42,2024-01-09,01:44:31,False,Trading,cash out,Other,56185.3,55364.88,7622.21,8442.63
98,9770,98,93,876.79,2024-01-09,01:44:31,False,Entertainment,cash In,Jaisalmer,86899.47,87776.26,886.21,1763.0
59,5830,59,34,390.53,2024-01-09,01:44:31,False,Grocery,payment,Kota,76626.73,77017.26,33518.59,33909.12
59,5833,59,70,704.52,2024-01-09,01:44:31,False,Electronics,cash In,Ajmer,77349.28,78053.8,8781.61,9486.13
61,6096,61,80,494.75,2024-01-09,01:44:31,False,Electronics,payment,Udaipur,85130.59,85625.34,35568.49,36063.24
62,6104,62,72,444.28,2024-01-09,01:44:31,False,Trading,payment,Jodhpur,57958.67,58402.95,8617.87,9062.15
89,8844,89,64,567.11,2024-01-09,01:44:31,False,Trading,cash out,Ajmer,12156.39,11589.28,7538.09,8105.2
96,9593,96,84,124.56,2024-01-09,01:44:31,False,Other,cash In,Alwar,86724.6,86849.16,33349.6,33474.16
48,4730,48,8,816.45,2024-01-09,01:44:31,False,Electronics,cash In,Bikaner,56431.82,57248.27,25254.58,26071.03
82,8144,82,12,334.93,2024-01-09,01:44:31,False,Trading,cash out,Other,17115.01,16780.08,43323.23,43658.16
63,6293,63,9,304.73,2024-01-09,01:44:31,False,Trading,debit,Udaipur,75727.11,75422.38,25240.47,25545.2
98,9740,98,42,88.75,2024-01-09,01:44:31,False,Other,transfer,Jodhpur,89500.47,89411.72,17744.56,17833.31
56,5567,56,80,387.97,2024-01-09,01:44:31,False,Grocery,debit,Ajmer,27915.07,27527.1,35568.49,35956.46
93,9220,93,76,400.47,2024-01-09,01:44:31,False,Clothing,cash In,Udaipur,65317.7,65718.17,41604.12,42004.59
48,4712,48,20,892.77,2024-01-09,01:44:31,False,Trading,cash out,Sikar,59482.75,58589.98,31340.29,32233.06
82,8147,82,46,974.69,2024-01-09,01:44:31,False,Other,payment,Jodhpur,17659.9,18634.59,25796.75,26771.44
64,6385,64,68,869.32,2024-01-09,01:44:31,False,Entertainment,payment,Jaipur,16354.88,17224.2,17138.86,18008.18
65,6402,65,54,787.58,2024-01-09,01:44:31,False,Electronics,cash out,Bikaner,26082.21,25294.63,34734.39,35521.97
86,8516,86,59,483.67,2024-01-09,01:44:31,False,Trading,cash In,Other,51470.14,51953.81,54634.01,55117.68
65,6411,65,16,626.96,2024-01-09,01:44:31,False,Grocery,transfer,Kota,27435.23,26808.27,33282.87,33909.83
93,9248,93,98,950.2,2024-01-09,01:44:31,False,Grocery,cash In,Bikaner,59085.5,60035.7,47228.52,48178.72
65,6456,65,25,754.2,2024-01-09,01:44:31,False,Entertainment,payment,Jaipur,23035.82,23790.02,23399.73,24153.93
63,6278,63,86,100.98,2024-01-09,01:44:31,False,Other,cash In,Bikaner,79857.63,79958.61,52186.69,52287.67
89,8864,89,36,915.25,2024-01-09,01:44:31,False,Trading,debit,Jaipur,9810.02,8894.77,51616.97,52532.22
92,9174,92,95,910.12,2024-01-09,01:44:31,False,Electronics,payment,Alwar,85819.6,86729.72,41055.15,41965.27
82,8172,82,58,712.94,2024-01-09,01:44:31,False,Other,payment,Sikar,14033.11,14746.05,47998.37,48711.31
92,9181,92,37,270.97,2024-01-09,01:44:31,False,Electronics,transfer,Ajmer,86139.67,85868.7,25022.84,25293.81
62,6140,62,36,193.74,2024-01-09,01:44:31,False,Electronics,debit,Udaipur,49843.4,49649.66,51616.97,51810.71
62,6155,62,32,50.58,2024-01-09,01:44:31,True,Trading,debit,Alwar,49272.83,49222.25,37870.13,37920.71
86,8524,86,57,373.08,2024-01-09,01:44:31,False,Electronics,debit,Ajmer,50793.28,50420.2,17422.71,17795.79
82,8173,82,95,936.36,2024-01-09,01:44:31,False,Grocery,debit,Jaisalmer,14746.05,13809.69,41055.15,41991.51
48,4745,48,61,834.14,2024-01-09,01:44:31,False,Entertainment,debit,Jodhpur,57657.58,56823.44,53275.87,54110.01
62,6194,62,100,714.15,2024-01-09,01:44:31,False,Entertainment,debit,Jodhpur,39700.39,38986.24,77040.37,77754.52
96,9598,96,2,122.07,2024-01-09,01:44:31,False,Other,debit,Jaipur,85100.35,84978.28,17934.86,18056.93
48,4736,48,61,395.0,2024-01-09,01:44:31,False,Grocery,cash In,Alwar,58393.96,58788.96,53275.87,53670.87
96,9600,96,77,489.23,2024-01-09,01:44:31,False,Clothing,debit,Other,84712.43,84223.2,7426.66,7915.89
89,8873,89,24,88.64,2024-01-09,01:44:31,True,Grocery,debit,Kota,6241.58,6152.94,11196.98,11285.62
63,6203,63,67,572.43,2024-01-09,01:44:31,False,Grocery,transfer,Bikaner,85364.51,84792.08,5572.02,6144.45
84,8361,84,88,794.68,2024-01-09,01:44:31,False,Other,cash In,Jodhpur,10530.01,11324.69,14107.82,14902.5
63,6224,63,31,173.67,2024-01-09,01:44:31,False,Entertainment,payment,Udaipur,85020.71,85194.38,14758.57,14932.24
100,9949,100,82,979.68,2024-01-09,01:44:31,False,Grocery,debit,Kota,70078.29,69098.61,30241.68,31221.36
84,8328,84,3,676.17,2024-01-09,01:44:31,False,Clothing,cash out,Udaipur,11556.45,10880.28,18009.22,18685.39
45,4419,45,26,751.17,2024-01-09,01:44:31,False,Entertainment,cash out,Jaisalmer,31030.17,30279.0,26471.72,27222.89
74,7344,74,76,134.39,2024-01-09,01:44:31,False,Trading,cash In,Other,33311.27,33445.66,41604.12,41738.51
77,7610,77,25,921.58,2024-01-09,01:44:31,False,Other,payment,Sikar,27763.97,28685.55,23399.73,24321.31
44,4366,44,95,19.16,2024-01-09,01:44:31,False,Grocery,cash out,Jodhpur,50422.23,50403.07,41055.15,41074.31
53,5236,53,44,322.53,2024-01-09,01:44:31,False,Electronics,cash out,Kota,17976.07,17653.54,11324.8,11647.33
77,7616,77,88,867.01,2024-01-09,01:44:31,False,Other,payment,Kota,30202.22,31069.23,14107.82,14974.83
77,7698,77,76,617.82,2024-01-09,01:44:31,False,Clothing,payment,Ajmer,21355.46,21973.28,41604.12,42221.94
43,4274,43,78,813.61,2024-01-09,01:44:31,False,Trading,cash In,Sikar,70851.81,71665.42,40236.36,41049.97
77,7628,77,31,761.71,2024-01-09,01:44:31,False,Grocery,transfer,Jaisalmer,31876.97,31115.26,14758.57,15520.28
42,4147,42,1,476.35,2024-01-09,01:44:31,False,Trading,cash In,Jaipur,66070.96,66547.31,30729.73,31206.08
73,7207,73,24,356.42,2024-01-09,01:44:31,False,Electronics,payment,Bikaner,12852.56,13208.98,11196.98,11553.4
73,7216,73,49,989.67,2024-01-09,01:44:31,False,Grocery,transfer,Sikar,12004.84,11015.17,20203.24,21192.91
77,7603,77,42,65.35,2024-01-09,01:44:31,False,Trading,cash out,Jaisalmer,29643.35,29578.0,17744.56,17809.91
75,7414,75,87,797.52,2024-01-09,01:44:31,True,Other,debit,Sikar,65471.83,64674.31,41132.26,41929.78
76,7556,76,66,316.18,2024-01-09,01:44:31,False,Electronics,cash In,Bikaner,32010.84,32327.02,16283.74,16599.92
75,7461,75,82,235.14,2024-01-09,01:44:31,False,Clothing,transfer,Sikar,59870.9,59635.76,30241.68,30476.82
73,7272,73,33,963.59,2024-01-09,01:44:31,False,Electronics,cash out,Udaipur,9646.89,8683.3,21222.82,22186.41
95,9474,95,98,708.13,2024-01-09,01:44:31,False,Trading,debit,Jaipur,30557.43,29849.3,47228.52,47936.65
87,8675,87,24,263.95,2024-01-09,01:44:31,False,Electronics,cash In,Jaisalmer,34124.8,34388.75,11196.98,11460.93
53,5249,53,97,113.82,2024-01-09,01:44:31,False,Clothing,cash out,Bikaner,16616.64,16502.82,1127.76,1241.58
52,5119,52,10,314.55,2024-01-09,01:44:31,False,Trading,debit,Bikaner,27331.23,27016.68,20979.58,21294.13
42,4153,42,78,572.88,2024-01-09,01:44:31,False,Grocery,payment,Sikar,67366.09,67938.97,40236.36,40809.24
88,8763,88,61,960.5,2024-01-09,01:44:31,False,Grocery,transfer,Udaipur,56926.09,55965.59,53275.87,54236.37
52,5150,52,95,998.11,2024-01-09,01:44:31,False,Electronics,cash In,Other,25740.32,26738.43,41055.15,42053.26
91,9002,91,14,435.22,2024-01-09,01:44:31,False,Other,cash out,Ajmer,47676.43,47241.21,19234.54,19669.76
76,7529,76,68,434.19,2024-01-09,01:44:31,False,Trading,debit,Other,35607.12,35172.93,17138.86,17573.05
73,7205,73,23,66.39,2024-01-09,01:44:31,False,Electronics,cash In,Kota,13368.71,13435.1,24388.26,24454.65
78,7748,78,75,933.92,2024-01-09,01:44:31,False,Electronics,cash In,Sikar,74688.99,75622.91,27384.15,28318.07
42,4104,42,40,679.27,2024-01-09,01:44:31,False,Other,cash out,Udaipur,74627.08,73947.81,40043.16,40722.43
80,7907,80,66,704.18,2024-01-09,01:44:31,False,Clothing,cash In,Ajmer,58560.27,59264.45,16283.74,16987.92
75,7487,75,45,5.01,2024-01-09,01:44:31,False,Other,cash out,Bikaner,57340.54,57335.53,44575.13,44580.14
52,5136,52,92,336.27,2024-01-09,01:44:31,False,Trading,cash out,Jaisalmer,25836.93,25500.66,2704.7,3040.97
44,4327,44,46,117.88,2024-01-09,01:44:31,False,Grocery,transfer,Jodhpur,58125.47,58007.59,25796.75,25914.63
42,4176,42,89,162.13,2024-01-09,01:44:31,False,Clothing,payment,Udaipur,61668.76,61830.89,11974.73,12136.86
79,7860,79,46,516.16,2024-01-09,01:44:31,False,Clothing,transfer,Alwar,82574.12,82057.96,25796.75,26312.91
78,7715,78,28,934.16,2024-01-09,01:44:31,False,Entertainment,cash out,Udaipur,81290.58,80356.42,30388.86,31323.02
98,9712,98,52,590.22,2024-01-09,01:44:31,False,Other,debit,Udaipur,90263.24,89673.02,49794.11,50384.33
75,7406,75,16,908.1,2024-01-09,01:44:31,False,Trading,transfer,Other,70103.87,69195.77,33282.87,34190.97
75,7483,75,98,113.21,2024-01-09,01:44:31,False,Grocery,transfer,Udaipur,59396.36,59283.15,47228.52,47341.73
76,7523,76,50,664.23,2024-01-09,01:44:31,False,Entertainment,transfer,Jodhpur,36747.97,36083.74,51361.11,52025.34
53,5255,53,39,209.64,2024-01-09,01:44:31,False,Entertainment,transfer,Ajmer,15954.41,15744.77,13953.9,14163.54
74,7323,74,19,46.06,2024-01-09,01:44:31,False,Other,payment,Other,32213.48,32259.54,15633.99,15680.05
52,5197,52,21,44.19,2024-01-09,01:44:31,False,Clothing,cash In,Bikaner,20307.63,20351.82,29016.17,29060.36
95,9482,95,55,778.98,2024-01-09,01:44:31,False,Grocery,cash In,Bikaner,28714.44,29493.42,8547.34,9326.32
76,7518,76,7,918.71,2024-01-09,01:44:31,False,Electronics,transfer,Alwar,39547.6,38628.89,15124.39,16043.1
52,5180,52,17,502.52,2024-01-09,01:44:31,False,Trading,transfer,Other,22461.04,21958.52,36120.02,36622.54
75,7476,75,12,862.64,2024-01-09,01:44:31,False,Entertainment,cash out,Udaipur,59233.34,58370.7,43323.23,44185.87
75,7488,75,33,44.85,2024-01-09,01:44:31,False,Trading,cash In,Ajmer,57335.53,57380.38,21222.82,21267.67
79,7878,79,67,498.89,2024-01-09,01:44:31,False,Entertainment,transfer,Jodhpur,81887.18,81388.29,5572.02,6070.91
95,9485,95,5,514.53,2024-01-09,01:44:31,False,Trading,transfer,Alwar,30540.96,30026.43,19455.49,19970.02
79,7885,79,62,327.5,2024-01-09,01:44:31,False,Grocery,payment,Jaipur,83724.93,84052.43,14020.3,14347.8
28,2759,28,52,13.96,2024-01-09,01:44:30,False,Entertainment,cash In,Bikaner,21212.64,21226.6,49794.11,49808.07
40,3946,40,62,786.65,2024-01-09,01:44:30,False,Trading,cash In,Jaisalmer,67234.16,68020.81,14020.3,14806.95
24,2329,24,33,33.12,2024-01-09,01:44:30,False,Clothing,debit,Kota,38228.71,38195.59,21222.82,21255.94
9,803,9,33,419.39,2024-01-09,01:44:30,False,Clothing,payment,Jodhpur,12180.78,12600.17,21222.82,21642.21
3,289,3,54,241.73,2024-01-09,01:44:30,False,Clothing,cash In,Sikar,74181.7,74423.43,34734.39,34976.12
23,2270,23,24,944.63,2024-01-09,01:44:30,False,Grocery,payment,Other,86369.28,87313.91,11196.98,12141.61
34,3395,34,24,482.38,2024-01-09,01:44:30,True,Electronics,payment,Udaipur,32635.24,33117.62,11196.98,11679.36
28,2787,28,71,160.88,2024-01-09,01:44:30,False,Clothing,cash In,Jaisalmer,15327.24,15488.12,4403.72,4564.6
34,3389,34,71,291.31,2024-01-09,01:44:30,False,Electronics,debit,Bikaner,31767.47,31476.16,4403.72,4695.03
18,1791,18,93,665.6,2024-01-09,01:44:30,False,Grocery,payment,Other,5014.23,5679.83,886.21,1551.81
9,862,9,25,441.02,2024-01-09,01:44:30,False,Other,cash out,Jaipur,7923.27,7482.25,23399.73,23840.75
5,459,5,62,54.94,2024-01-09,01:44:30,True,Grocery,cash In,Kota,36673.63,36728.57,14020.3,14075.24
6,556,6,73,176.5,2024-01-09,01:44:30,False,Entertainment,transfer,Jaipur,1467.75,1291.25,7622.21,7798.71
18,1777,18,79,55.31,2024-01-09,01:44:30,False,Other,cash out,Jaisalmer,4958.25,4902.94,4235.92,4291.23
29,2827,29,12,660.2,2024-01-09,01:44:30,False,Grocery,cash out,Sikar,92485.69,91825.49,43323.23,43983.43
23,2272,23,1,461.31,2024-01-09,01:44:30,False,Electronics,transfer,Jaipur,87249.66,86788.35,30729.73,31191.04
23,2291,23,26,731.78,2024-01-09,01:44:30,False,Trading,cash out,Ajmer,82308.49,81576.71,26471.72,27203.5
23,2297,23,46,393.6,2024-01-09,01:44:30,False,Grocery,cash out,Kota,81155.23,80761.63,25796.75,26190.35
12,1181,12,38,336.52,2024-01-09,01:44:30,False,Electronics,transfer,Sikar,27382.46,27045.94,42390.4,42726.92
1,93,1,58,746.46,2024-01-09,01:44:30,False,Electronics,payment,Kota,4235.89,4982.35,47998.37,48744.83
24,2317,24,68,338.1,2024-01-09,01:44:30,False,Trading,debit,Alwar,39172.93,38834.83,17138.86,17476.96
7,601,7,55,302.14,2024-01-09,01:44:30,False,Clothing,transfer,Jodhpur,39860.22,39558.08,8547.34,8849.48
29,2806,29,73,693.48,2024-01-09,01:44:30,False,Clothing,cash out,Kota,96917.18,96223.7,7622.21,8315.69
11,1093,11,54,827.75,2024-01-09,01:44:30,False,Entertainment,transfer,Jaipur,85270.75,84443.0,34734.39,35562.14
32,3113,32,7,142.46,2024-01-09,01:44:30,False,Grocery,transfer,Sikar,92120.87,91978.41,15124.39,15266.85
14,1355,14,22,752.43,2024-01-09,01:44:30,True,Other,debit,Ajmer,44383.42,43630.99,14872.49,15624.92
26,2509,26,17,551.88,2024-01-09,01:44:30,False,Other,transfer,Jaipur,72105.79,71553.91,36120.02,36671.9
